Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
West Linn Police Dept,25375,1296.6,204.9,973.4,118.2,74.9,59.1,0,3.9,11.8,Oregon,329,52,247,30,19,15,0,1,3,2005
West Linn Police Dept,25505,1172.3,239.2,886.1,47,98,58.8,0,19.6,19.6,Oregon,299,61,226,12,25,15,0,5,5,2006
West Linn Police Dept,25636,1022,140.4,819.2,62.4,62.4,23.4,0,31.2,7.8,Oregon,262,36,210,16,16,6,0,8,2,2007
West Linn Police Dept,25299,1094.9,118.6,944.7,31.6,11.9,0,4,7.9,0,Oregon,277,30,239,8,3,0,1,2,0,2008
West Linn Police Dept,25568,1059.9,90,926.9,43,46.9,23.5,0,11.7,11.7,Oregon,271,23,237,11,12,6,0,3,3,2009
West Linn Police Dept,25109,1174.9,179.2,959.8,35.8,35.8,8,0,4,23.9,Oregon,295,45,241,9,9,2,0,1,6,2010
West Linn Police Dept,25376,1056.1,114.3,878.8,63.1,39.4,23.6,0,3.9,11.8,Oregon,268,29,223,16,10,6,0,1,3,2011
West Linn Police Dept,25572,973.7,133,825.1,15.6,19.6,3.9,0,7.8,7.8,Oregon,249,34,211,4,5,1,0,2,2,2012
Woodburn Police Dept,11210,9143.6,2569.1,6289,285.5,231.9,62.4,0,35.7,133.8,Oregon,1025,288,705,32,26,7,0,4,15,1984
Woodburn Police Dept,11262,6721.7,1429.6,4963.6,328.5,319.7,168.7,0,17.8,133.2,Oregon,757,161,559,37,36,19,0,2,15,1985
Woodburn Police Dept,11368,10353.6,2779.7,7046.1,527.8,299.1,131.9,0,26.4,140.7,Oregon,1177,316,801,60,34,15,0,3,16,1986
Woodburn Police Dept,11843,10115.7,2803.3,6873.3,439.1,253.3,135.1,0,8.4,109.8,Oregon,1198,332,814,52,30,16,0,1,13,1987
Woodburn Police Dept,11925,8612.2,2239,5870,503.1,369,167.7,0,41.9,159.3,Oregon,1027,267,700,60,44,20,0,5,19,1988
Woodburn Police Dept,12212,7713.7,1523.1,5650.2,540.5,417.6,196.5,0,49.1,172,Oregon,942,186,690,66,51,24,0,6,21,1989
Woodburn Police Dept,13404,5520.7,1007.2,4036.1,477.5,358.1,238.7,0,7.5,111.9,Oregon,740,135,541,64,48,32,0,1,15,1990
Woodburn Police Dept,13779,6749.4,1030.6,5232.6,486.2,355.6,159.7,7.3,21.8,166.9,Oregon,930,142,721,67,49,22,1,3,23,1991
Woodburn Police Dept,14038,7323,1253.7,5549.2,520,470.2,228,0,35.6,206.6,Oregon,1028,176,779,73,66,32,0,5,29,1992
Woodburn Police Dept,14082,6696.5,774,5368.6,553.9,525.5,284.1,14.2,71,156.2,Oregon,943,109,756,78,74,40,2,10,22,1993
Woodburn Police Dept,14332,7403,969.9,5721.5,711.7,607,397.7,14,20.9,174.4,Oregon,1061,139,820,102,87,57,2,3,25,1994
Woodburn Police Dept,14201,7999.4,880.2,6084.1,1035.1,394.3,260.5,7,35.2,91.5,Oregon,1136,125,864,147,56,37,1,5,13,1995
Woodburn Police Dept,14485,7304.1,911.3,5716.3,676.6,352.1,186.4,6.9,55.2,103.6,Oregon,1058,132,828,98,51,27,1,8,15,1996
Woodburn Police Dept,14661,6752.6,791.2,5340.7,620.7,347.9,177.3,6.8,40.9,122.8,Oregon,990,116,783,91,51,26,1,6,18,1997
Woodburn Police Dept,16247,7502.9,880.2,5841.1,781.7,277,178.5,0,24.6,73.9,Oregon,1219,143,949,127,45,29,0,4,12,1998
Woodburn Police Dept,15137,7002.7,911.7,5219,872,178.4,99.1,0,33,46.2,Oregon,1060,138,790,132,27,15,0,5,7,1999
Woodburn Police Dept,20100,5313.4,920.4,3905.5,487.6,258.7,74.6,5,84.6,94.5,Oregon,1068,185,785,98,52,15,1,17,19,2000
Woodburn Police Dept,20402,5896.5,813.6,4529,553.9,299,156.8,4.9,49,88.2,Oregon,1203,166,924,113,61,32,1,10,18,2001
Woodburn Police Dept,20688,7429.4,928.1,5466.9,1034.4,203,101.5,4.8,24.2,72.5,Oregon,1537,192,1131,214,42,21,1,5,15,2002
Woodburn Police Dept,21438,6474.5,751,4170.2,1553.3,149.3,88.6,0,18.7,42,Oregon,1388,161,894,333,32,19,0,4,9,2003
Woodburn Police Dept,21961,5509.8,883.4,3565.4,1061,255,122.9,0,31.9,100.2,Oregon,1210,194,783,233,56,27,0,7,22,2004
Woodburn Police Dept,22433,5884.2,1043.1,4016.4,824.7,312,182.8,0,35.7,93.6,Oregon,1320,234,901,185,70,41,0,8,21,2005
Woodburn Police Dept,22092,4494.8,620.1,3345.1,529.6,267.1,122.2,0,54.3,90.5,Oregon,993,137,739,117,59,27,0,12,20,2006
Woodburn Police Dept,22399,3888.6,500,3040.3,348.2,308,174.1,4.5,44.6,84.8,Oregon,871,112,681,78,69,39,1,10,19,2007
Woodburn Police Dept,22365,3617.3,599.2,2682.8,335.3,353.2,205.7,26.8,31.3,89.4,Oregon,809,134,600,75,79,46,6,7,20,2008
Woodburn Police Dept,23103,4376.1,614.6,3086.2,675.2,255.4,125.5,0,26,103.9,Oregon,1011,142,713,156,59,29,0,6,24,2009
Woodburn Police Dept,24080,2774.1,593.9,1889.5,290.7,265.8,191,0,8.3,66.4,Oregon,668,143,455,70,64,46,0,2,16,2010
Woodburn Police Dept,24336,2227.2,423.2,1676.5,127.4,221.9,139.7,4.1,16.4,61.6,Oregon,542,103,408,31,54,34,1,4,15,2011
Woodburn Police Dept,24531,3395.7,578.9,2519.3,297.6,297.6,171.2,4.1,24.5,97.8,Oregon,833,142,618,73,73,42,1,6,24,2012
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,480,203,252,25,79,69,1,3,6,1984
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,578,263,269,46,65,60,1,3,1,1985
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,491,203,252,36,44,40,0,1,3,1986
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,494,210,245,39,23,9,0,11,3,1987
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,679,291,341,47,31,17,4,6,4,1988
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,604,191,367,46,61,40,1,12,8,1989
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,644,179,416,49,38,16,1,13,8,1990
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,691,208,424,59,62,27,2,26,7,1991
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,768,237,457,74,104,70,2,30,2,1992
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,720,197,464,59,39,25,1,11,2,1993
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,895,306,493,96,39,14,1,13,11,1994
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,928,268,579,81,33,14,0,13,6,1995
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,851,250,516,85,165,147,1,11,6,1996
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,914,221,617,76,61,43,0,13,5,1997
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,712,185,450,77,47,26,1,16,4,1998
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,770,198,494,78,52,24,2,15,11,1999
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,750,207,474,69,38,25,1,7,5,2000
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,671,177,424,70,38,17,1,14,6,2001
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,682,189,407,86,47,21,5,16,5,2002
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,442,131,247,64,54,40,0,9,5,2003
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,752,197,464,91,48,28,0,14,6,2004
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,704,139,495,70,32,22,3,4,3,2005
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,615,130,433,52,52,30,2,14,6,2006
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,600,127,419,54,36,20,1,9,6,2007
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,593,129,411,53,35,24,0,8,3,2008
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,517,129,352,36,45,26,1,12,6,2009
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,583,139,409,35,25,21,0,3,1,2010
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,582,168,385,29,31,17,2,8,4,2011
Yamhill County Sheriff Office,0,0,0,0,0,0,0,0,0,0,Oregon,679,236,406,37,32,19,1,9,3,2012
Wyomissing Boro Police Dept,7275,9539.5,508.6,8728.5,302.4,467.4,329.9,0,0,137.5,Pennsylvania,694,37,635,22,34,24,0,0,10,1997
Wyomissing Boro Police Dept,7620,9055.1,459.3,8294,301.8,393.7,262.5,0,26.2,105,Pennsylvania,690,35,632,23,30,20,0,2,8,1998
Wyomissing Boro Police Dept,7522,0,0,0,0,0,0,0,0,0,Pennsylvania,518,15,496,7,9,4,0,3,2,1999
Wyomissing Boro Police Dept,8587,0,0,0,0,0,0,0,0,0,Pennsylvania,542,21,508,13,15,4,0,0,11,2000
Wyomissing Boro Police Dept,8591,0,0,0,0,0,0,0,0,0,Pennsylvania,314,27,276,11,3,2,0,0,1,2001
Wyomissing Boro Police Dept,8624,5809.4,185.5,5299.2,324.7,162.3,34.8,0,0,127.6,Pennsylvania,501,16,457,28,14,3,0,0,11,2002
Wyomissing Boro Police Dept,8584,0,0,0,0,0,0,0,0,0,Pennsylvania,406,12,375,19,11,1,0,1,9,2003
Wyomissing Boro Police Dept,11116,4704.9,170.9,4327.1,206.9,125.9,72,0,9,45,Pennsylvania,523,19,481,23,14,8,0,1,5,2004
Wyomissing Boro Police Dept,11163,0,0,0,0,0,0,0,0,0,Pennsylvania,456,35,390,31,15,9,0,1,5,2005
Wyomissing Boro Police Dept,10443,3993.1,258.5,3332.4,402.2,95.8,47.9,0,0,47.9,Pennsylvania,417,27,348,42,10,5,0,0,5,2006
Wyomissing Boro Police Dept,10464,3669.7,258,3105.9,305.8,76.5,28.7,0,0,47.8,Pennsylvania,384,27,325,32,8,3,0,0,5,2007
Wyomissing Boro Police Dept,10448,4814.3,248.9,4402.8,162.7,134,47.9,0,19.1,67,Pennsylvania,503,26,460,17,14,5,0,2,7,2008
Wyomissing Boro Police Dept,10396,5348.2,327,4876.9,144.3,86.6,28.9,0,0,57.7,Pennsylvania,556,34,507,15,9,3,0,0,6,2009
Wyomissing Boro Police Dept,10461,4942.2,296.3,4569.4,76.5,66.9,47.8,0,0,19.1,Pennsylvania,517,31,478,8,7,5,0,0,2,2010
Wyomissing Boro Police Dept,10494,5117.2,333.5,4736,47.6,114.4,66.7,0,9.5,38.1,Pennsylvania,537,35,497,5,12,7,0,1,4,2011
Wyomissing Boro Police Dept,10496,5001.9,228.7,4697,76.2,152.4,47.6,0,0,104.8,Pennsylvania,525,24,493,8,16,5,0,0,11,2012
Yeadon Boro Police Dept,12073,3702.5,1201,2004.5,497,579.8,323,8.3,16.6,231.9,Pennsylvania,447,145,242,60,70,39,1,2,28,1984
Yeadon Boro Police Dept,12025,3584.2,1089.4,1979.2,515.6,449.1,216.2,16.6,66.5,149.7,Pennsylvania,431,131,238,62,54,26,2,8,18,1985
Yeadon Boro Police Dept,12189,3962.6,1526,1993.6,443,623.5,385.6,16.4,32.8,188.7,Pennsylvania,483,186,243,54,76,47,2,4,23,1986
Yeadon Boro Police Dept,12358,3455.3,1076.2,1812.6,566.4,420.8,242.8,0,32.4,145.7,Pennsylvania,427,133,224,70,52,30,0,4,18,1987
Yeadon Boro Police Dept,12511,0,0,0,0,0,0,0,0,0,Pennsylvania,340,110,170,60,63,41,1,1,20,1988
Yeadon Boro Police Dept,12599,3706.6,952.5,2119.2,635,460.4,198.4,15.9,7.9,238.1,Pennsylvania,467,120,267,80,58,25,2,1,30,1989
Yeadon Boro Police Dept,11980,3914.9,834.7,2262.1,818,450.8,342.2,0,16.7,91.8,Pennsylvania,469,100,271,98,54,41,0,2,11,1990
Yeadon Boro Police Dept,12060,3847.4,729.7,2587.1,530.7,597,389.7,8.3,16.6,182.4,Pennsylvania,464,88,312,64,72,47,1,2,22,1991
Yeadon Boro Police Dept,12108,4369,842.4,2502.5,1024.1,289.1,57.8,8.3,16.5,206.5,Pennsylvania,529,102,303,124,35,7,1,2,25,1992
Yeadon Boro Police Dept,12120,3556.1,511.6,2161.7,882.8,354.8,156.8,0,0,198,Pennsylvania,431,62,262,107,43,19,0,0,24,1993
Yeadon Boro Police Dept,12123,3827.4,330,2309.7,1187.8,428.9,181.5,8.2,0,239.2,Pennsylvania,464,40,280,144,52,22,1,0,29,1994
Yeadon Boro Police Dept,12114,4375.1,528.3,3046.1,800.7,462.3,140.3,0,24.8,297.2,Pennsylvania,530,64,369,97,56,17,0,3,36,1995
Yeadon Boro Police Dept,12097,3777.8,454.7,2438.6,884.5,338.9,66.1,0,16.5,256.3,Pennsylvania,457,55,295,107,41,8,0,2,31,1996
Yeadon Boro Police Dept,12060,4154.2,480.9,2512.4,1160.9,439.5,174.1,8.3,41.5,215.6,Pennsylvania,501,58,303,140,53,21,1,5,26,1997
Yeadon Boro Police Dept,11597,0,0,0,0,0,0,0,0,0,Pennsylvania,324,28,228,68,35,15,0,1,19,1998
Yeadon Boro Police Dept,11445,3538.7,445.6,2394.1,699,541.7,288.3,0,17.5,235.9,Pennsylvania,405,51,274,80,62,33,0,2,27,1999
Yeadon Boro Police Dept,11762,3400.8,501.6,2372,527.1,680.2,314.6,17,85,263.6,Pennsylvania,400,59,279,62,80,37,2,10,31,2000
Yeadon Boro Police Dept,11768,3637,705.3,2455.8,475.9,815.8,492.9,17,42.5,263.4,Pennsylvania,428,83,289,56,96,58,2,5,31,2001
Yeadon Boro Police Dept,11814,2420.9,380.9,1549,490.9,474,296.3,0,42.3,135.4,Pennsylvania,286,45,183,58,56,35,0,5,16,2002
Yeadon Boro Police Dept,11669,3110.8,677,1619.7,814.1,557,188.5,0,60,308.5,Pennsylvania,363,79,189,95,65,22,0,7,36,2003
Yeadon Boro Police Dept,11625,0,0,0,0,0,0,0,0,0,Pennsylvania,291,45,191,55,107,56,1,5,45,2004
Yeadon Boro Police Dept,11557,2959.2,328.8,2163.2,467.2,830.7,545.1,17.3,34.6,233.6,Pennsylvania,342,38,250,54,96,63,2,4,27,2005
Yeadon Boro Police Dept,11516,3004.5,521,1953.8,529.7,920.5,529.7,8.7,43.4,338.7,Pennsylvania,346,60,225,61,106,61,1,5,39,2006
Yeadon Boro Police Dept,11440,3208,699.3,1984.3,524.5,812.9,498.3,0,26.2,288.5,Pennsylvania,367,80,227,60,93,57,0,3,33,2007
Yeadon Boro Police Dept,11385,2898.6,966.2,1572.2,360.1,711.5,377.7,17.6,43.9,272.3,Pennsylvania,330,110,179,41,81,43,2,5,31,2008
Yeadon Boro Police Dept,11325,2852.1,830,1686.5,335.5,512.1,167.8,0,35.3,309.1,Pennsylvania,323,94,191,38,58,19,0,4,35,2009
Yeadon Boro Police Dept,11443,2735.3,463.2,1966.3,305.9,655.4,227.2,0,17.5,410.7,Pennsylvania,313,53,225,35,75,26,0,2,47,2010
Yeadon Boro Police Dept,11479,3397.5,862.4,2212.7,322.3,609.8,191.7,0,26.1,392,Pennsylvania,390,99,254,37,70,22,0,3,45,2011
Yeadon Boro Police Dept,11468,2398,409.8,1770.1,218,505.8,130.8,0,0,375,Pennsylvania,275,47,203,25,58,15,0,0,43,2012
York City Police Dept,44665,6127.8,1947.8,3783.7,396.3,427.6,132.1,4.5,35.8,255.2,Pennsylvania,2737,870,1690,177,191,59,2,16,114,1984
York City Police Dept,44486,6154.7,1326.3,4500.3,328.2,427.1,123.6,9,51.7,242.8,Pennsylvania,2738,590,2002,146,190,55,4,23,108,1985
York City Police Dept,44384,6477.6,1629,4445.3,403.3,520.5,153.2,15.8,56.3,295.2,Pennsylvania,2875,723,1973,179,231,68,7,25,131,1986
York City Police Dept,44605,6445.5,2078.2,4046.6,320.6,560.5,179.4,11.2,49.3,320.6,Pennsylvania,2875,927,1805,143,250,80,5,22,143,1987
York City Police Dept,45425,0,0,0,0,0,0,0,0,0,Pennsylvania,2884,857,1876,151,336,85,5,35,211,1988
York City Police Dept,45513,6958.5,1426,5117.2,415.3,610.8,180.2,13.2,48.3,369.1,Pennsylvania,3167,649,2329,189,278,82,6,22,168,1989
York City Police Dept,42192,6605.5,1441,4737.9,426.6,727.6,270.2,7.1,87.7,362.6,Pennsylvania,2787,608,1999,180,307,114,3,37,153,1990
York City Police Dept,42473,7101,1478.6,5311.6,310.8,805.2,256.6,14.1,75.3,459.1,Pennsylvania,3016,628,2256,132,342,109,6,32,195,1991
York City Police Dept,42643,7126.6,1601.7,5123.9,401,811.4,267.3,14.1,112.6,417.4,Pennsylvania,3039,683,2185,171,346,114,6,48,178,1992
York City Police Dept,43492,0,0,0,0,0,0,0,0,0,Pennsylvania,2357,384,1852,121,317,95,5,34,183,1993
York City Police Dept,43506,6224.4,1027.4,4769.5,427.5,843.6,252.8,13.8,85,491.9,Pennsylvania,2708,447,2075,186,367,110,6,37,214,1994
York City Police Dept,45732,0,0,0,0,0,0,0,0,0,Pennsylvania,2316,416,1756,144,298,83,4,34,177,1995
York City Police Dept,45671,0,0,0,0,0,0,0,0,0,Pennsylvania,2836,412,2209,215,390,145,3,33,209,1996
York City Police Dept,45534,0,0,0,0,0,0,0,0,0,Pennsylvania,1381,210,1057,114,223,59,2,21,141,1997
York City Police Dept,41004,6753,1292.6,4809.3,651.2,1136.5,346.3,17.1,82.9,690.2,Pennsylvania,2769,530,1972,267,466,142,7,34,283,1998
York City Police Dept,39953,0,0,0,0,0,0,0,0,0,Pennsylvania,204,42,147,15,34,5,1,4,24,1999
York City Police Dept,40395,0,0,0,0,0,0,0,0,0,Pennsylvania,185,36,133,16,32,6,1,1,24,2003
York City Police Dept,40213,6296.5,1365.2,4312,619.2,932.5,233.8,27.4,111.9,559.5,Pennsylvania,2532,549,1734,249,375,94,11,45,225,2004
York City Police Dept,40118,5768,997.1,4245,525.9,1029.5,296.6,32.4,97.2,603.2,Pennsylvania,2314,400,1703,211,413,119,13,39,242,2005
York City Police Dept,40454,5178.7,1191.5,3376.7,610.6,1166.8,316.4,9.9,79.1,761.4,Pennsylvania,2095,482,1366,247,472,128,4,32,308,2006
York City Police Dept,40339,5267.9,1237,3316.9,713.9,1090.8,255.3,27.3,81.8,726.3,Pennsylvania,2125,499,1338,288,440,103,11,33,293,2007
York City Police Dept,40221,5345.5,1148.7,3580.2,616.6,1176,280.9,27.3,67.1,800.6,Pennsylvania,2150,462,1440,248,473,113,11,27,322,2008
York City Police Dept,39970,4896.2,1038.3,3335,522.9,1260.9,292.7,25,130.1,813.1,Pennsylvania,1957,415,1333,209,504,117,10,52,325,2009
York City Police Dept,43718,4737.2,1269.5,3042.2,425.5,963,299.6,11.4,84.6,567.3,Pennsylvania,2071,555,1330,186,421,131,5,37,248,2010
York City Police Dept,43857,3946.9,978.2,2615.3,353.4,1644,711.4,36.5,136.8,759.3,Pennsylvania,1731,429,1147,155,721,312,16,60,333,2011
York City Police Dept,43955,3599.1,985.1,2388.8,225.2,1335.5,780.3,25,100.1,430,Pennsylvania,1582,433,1050,99,587,343,11,44,189,2012
York Twp Police Dept,17911,2093.7,385.2,1619.1,89.3,61.4,16.7,0,5.6,39.1,Pennsylvania,375,69,290,16,11,3,0,1,7,1984
York Twp Police Dept,17839,2399.2,470.9,1827.5,100.9,72.9,28,0,11.2,33.6,Pennsylvania,428,84,326,18,13,5,0,2,6,1985
York Twp Police Dept,17853,2907.1,582.5,2173.3,151.2,78.4,22.4,0,16.8,39.2,Pennsylvania,519,104,388,27,14,4,0,3,7,1986
York Twp Police Dept,22056,0,0,0,0,0,0,0,0,0,Pennsylvania,381,69,294,18,11,7,1,1,2,1987
York Twp Police Dept,22462,0,0,0,0,0,0,0,0,0,Pennsylvania,440,89,337,14,14,4,1,1,8,1988
York Twp Police Dept,22501,0,0,0,0,0,0,0,0,0,Pennsylvania,482,104,346,32,18,10,0,1,7,1989
York Twp Police Dept,24152,1846.6,430.6,1296,120.1,95.2,45.5,8.3,20.7,20.7,Pennsylvania,446,104,313,29,23,11,2,5,5,1990
York Twp Police Dept,24313,2698.1,534.7,2056.5,106.9,139.8,90.5,0,12.3,37,Pennsylvania,656,130,500,26,34,22,0,3,9,1991
York Twp Police Dept,24410,2433.4,422,1859.9,151.6,155.7,114.7,0,8.2,32.8,Pennsylvania,594,103,454,37,38,28,0,2,8,1992
York Twp Police Dept,24517,2365.7,428.3,1855.9,81.6,73.4,44.9,4.1,20.4,4.1,Pennsylvania,580,105,455,20,18,11,1,5,1,1993
York Twp Police Dept,24525,2344.5,375.1,1847.1,122.3,81.5,53,0,8.2,20.4,Pennsylvania,575,92,453,30,20,13,0,2,5,1994
York Twp Police Dept,24565,0,0,0,0,0,0,0,0,0,Pennsylvania,515,64,431,20,25,16,0,3,6,1995
York Twp Police Dept,24532,2633.3,346.5,2111.5,175.3,106,77.4,4.1,16.3,8.2,Pennsylvania,646,85,518,43,26,19,1,4,2,1996
York Twp Police Dept,24458,2584,388.4,2081.1,114.5,110.4,36.8,0,8.2,65.4,Pennsylvania,632,95,509,28,27,9,0,2,16,1997
York Twp Police Dept,21423,2870.7,462.1,2259.3,149.4,126,46.7,4.7,9.3,65.4,Pennsylvania,615,99,484,32,27,10,1,2,14,1998
York Twp Police Dept,22487,2530.4,293.5,2099,137.9,106.7,62.3,0,26.7,17.8,Pennsylvania,569,66,472,31,24,14,0,6,4,1999
York Twp Police Dept,44536,1520.1,249.2,1196.8,74.1,85.3,44.9,2.2,20.2,18,Pennsylvania,677,111,533,33,38,20,1,9,8,2000
York Twp Police Dept,44559,1878.4,428.6,1380.2,69.6,184,114.5,0,20.2,49.4,Pennsylvania,837,191,615,31,82,51,0,9,22,2001
York Twp Police Dept,44731,1676.7,330.9,1292.2,53.7,154.3,109.5,2.2,11.2,31.3,Pennsylvania,750,148,578,24,69,49,1,5,14,2002
York Twp Police Dept,45911,1537.8,209.1,1221.9,106.7,174.3,119.8,2.2,15.2,37,Pennsylvania,706,96,561,49,80,55,1,7,17,2003
York Twp Police Dept,52751,1571.5,343.1,1167.8,60.7,174.4,130.8,0,15.2,28.4,Pennsylvania,829,181,616,32,92,69,0,8,15,2004
York Twp Police Dept,53927,1420.4,333.8,1032.9,53.8,185.4,135.4,3.7,22.3,24.1,Pennsylvania,766,180,557,29,100,73,2,12,13,2005
York Twp Police Dept,57864,1271.9,255.8,931.5,84.7,222.9,152.1,1.7,8.6,60.5,Pennsylvania,736,148,539,49,129,88,1,5,35,2006
York Twp Police Dept,57252,1353.7,218.3,1081.2,54.1,193.9,145,0,22.7,26.2,Pennsylvania,775,125,619,31,111,83,0,13,15,2007
York Twp Police Dept,58148,1293.3,280.3,973.4,39.6,190.9,130.7,1.7,29.2,29.2,Pennsylvania,752,163,566,23,111,76,1,17,17,2008
York Twp Police Dept,58530,1165.2,232.4,879.9,53,164,100.8,3.4,20.5,39.3,Pennsylvania,682,136,515,31,96,59,2,12,23,2009
York Twp Police Dept,60403,1061.2,178.8,814.5,67.9,114.2,66.2,3.3,21.5,23.2,Pennsylvania,641,108,492,41,69,40,2,13,14,2010
York Twp Police Dept,60596,1077.6,189.8,841.6,46.2,135.3,104,0,8.3,23.1,Pennsylvania,653,115,510,28,82,63,0,5,14,2011
York Twp Police Dept,60732,1052.2,260.2,759.1,32.9,120.2,69.2,1.6,23.1,26.3,Pennsylvania,639,158,461,20,73,42,1,14,16,2012
Warwick Police Dept,85808,3051,452.2,2313.3,285.5,197,146.8,0,14,36.1,Rhode Island,2618,388,1985,245,169,126,0,12,31,2000
Warwick Police Dept,86676,3364.3,515.7,2500.1,348.4,154.6,86.5,2.3,27.7,38.1,Rhode Island,2916,447,2167,302,134,75,2,24,33,2001
Warwick Police Dept,87560,3200.1,438.6,2380.1,381.5,147.3,86.8,2.3,19.4,38.8,Rhode Island,2802,384,2084,334,129,76,2,17,34,2002
Warwick Police Dept,87563,2921.3,389.4,2327.5,204.4,147.3,75.4,0,41.1,30.8,Rhode Island,2558,341,2038,179,129,66,0,36,27,2003
Warwick Police Dept,87727,3031,335.1,2463.3,232.5,127.7,78.7,0,22.8,26.2,Rhode Island,2659,294,2161,204,112,69,0,20,23,2004
Warwick Police Dept,87322,2993.5,317.2,2314.4,361.9,139.7,87,4.6,20.6,27.5,Rhode Island,2614,277,2021,316,122,76,4,18,24,2005
Warwick Police Dept,86538,2691.3,387.1,2098.5,205.7,141,61.2,2.3,33.5,43.9,Rhode Island,2329,335,1816,178,122,53,2,29,38,2006
Warwick Police Dept,85139,3167.8,341.8,2653.3,172.7,132.7,70.5,2.3,23.5,36.4,Rhode Island,2697,291,2259,147,113,60,2,20,31,2007
Warwick Police Dept,84326,3246.9,355.8,2716.8,174.3,98.4,51,0,22.5,24.9,Rhode Island,2738,300,2291,147,83,43,0,19,21,2008
Warwick Police Dept,84488,3231.2,428.5,2658.4,144.4,143.2,67.5,0,30.8,45,Rhode Island,2730,362,2246,122,121,57,0,26,38,2009
Warwick Police Dept,82672,2569.2,462.1,1972.9,134.3,105.2,56.9,0,18.1,30.2,Rhode Island,2124,382,1631,111,87,47,0,15,25,2010
Warwick Police Dept,82572,2657.1,443.2,2100,113.8,101.7,50.9,0,29.1,21.8,Rhode Island,2194,366,1734,94,84,42,0,24,18,2011
Warwick Police Dept,82282,2572.9,405.9,2051.5,115.5,124,69.3,1.2,18.2,35.2,Rhode Island,2117,334,1688,95,102,57,1,15,29,2012
West Warwick Police Dept,27704,3920,1025.1,2689.1,205.7,184.1,137.2,3.6,21.7,21.7,Rhode Island,1086,284,745,57,51,38,1,6,6,1984
West Warwick Police Dept,28024,3422.1,885,2265.9,271.2,231.9,182,3.6,7.1,39.3,Rhode Island,959,248,635,76,65,51,1,2,11,1985
West Warwick Police Dept,28316,3107.8,752.2,2101.3,254.3,183.6,158.9,7.1,3.5,14.1,Rhode Island,880,213,595,72,52,45,2,1,4,1986
West Warwick Police Dept,28898,3626.5,1007,2242.4,377.2,148.8,96.9,3.5,13.8,34.6,Rhode Island,1048,291,648,109,43,28,1,4,10,1987
West Warwick Police Dept,28948,3620.3,880.9,2369.8,369.6,148.5,86.4,3.5,17.3,41.5,Rhode Island,1048,255,686,107,43,25,1,5,12,1988
West Warwick Police Dept,29218,3754.5,640,2813.3,301.2,116.4,85.6,6.8,3.4,20.5,Rhode Island,1097,187,822,88,34,25,2,1,6,1989
West Warwick Police Dept,29268,3221.9,734.6,2210.6,276.8,71.8,47.8,0,6.8,17.1,Rhode Island,943,215,647,81,21,14,0,2,5,1990
West Warwick Police Dept,29283,3555,952.8,2335.8,266.4,235.6,184.4,0,10.2,41,Rhode Island,1041,279,684,78,69,54,0,3,12,1991
